CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
100045,708,Spain,Male,53,1,73112.56,3,0,0,191445.7,0
100046,623,Spain,Male,39,7,217454.71,3,0,1,29749.75,0
100047,767,Germany,Female,36,2,124640.16,1,0,0,181409.35,0
100048,797,Germany,Female,33,6,171462.23,4,1,0,126024.03,0
100049,550,Germany,Female,61,10,63528.31,4,1,1,135463.47,0
100050,644,Spain,Male,43,9,136785.5,3,0,1,53483.96,0
100051,351,Germany,Male,65,4,92927.5,1,0,1,171313.26,1
100052,855,Germany,Female,30,1,100888.77,3,1,0,185092.75,0
100053,739,Germany,Male,50,4,160147.09,2,1,0,32315.96,0
100054,562,Germany,Female,64,10,231933.39,4,0,1,42597.15,0
100055,623,France,Female,31,3,63597.49,2,1,0,68020.76,1
100056,761,France,Female,27,9,112589.73,1,1,0,123980.53,0
100057,434,Germany,Male,35,10,196862.99,3,1,0,176994.12,0
100058,462,France,Female,32,10,194334.04,2,1,1,125350.33,0
100059,320,Germany,Female,45,5,215733,3,0,0,155088.88,0
100060,812,Spain,Male,69,8,189363.63,1,1,1,153757.63,1
100061,393,Spain,Female,35,10,102547.24,4,1,1,140096.28,0
100062,582,Spain,Male,41,10,100610.91,3,0,1,145648.08,0
100063,657,Germany,Male,38,1,64615.62,4,1,1,105880.09,0
100064,353,Spain,Female,47,4,60188.16,1,1,0,98584.68,1
100065,759,Spain,Female,32,8,181266.62,1,0,1,55392.87,0
100066,640,France,Female,71,8,213319.46,1,1,0,124587.58,1
100067,881,Germany,Female,18,0,53805.19,3,1,0,37562.35,0
100068,337,Germany,Female,37,8,152423.59,2,1,1,33345.98,1
100069,510,France,Male,29,1,242004.63,3,1,0,98414.73,0
100070,574,France,Female,66,4,159071.39,2,0,1,183942,0
100071,881,Spain,Male,45,9,122013.25,3,1,1,65513.28,1
100072,300,Spain,Female,60,6,60100.15,1,1,0,199774.09,1
100073,724,Spain,Female,21,5,238804.63,3,1,0,80463.47,1
100074,364,Spain,Female,44,4,2342.96,4,0,1,51895.71,1
100075,421,France,Female,51,3,180242.75,4,1,1,167089.39,0
100076,313,Spain,Female,78,8,35618.51,2,1,0,24951.91,0
100077,876,France,Male,28,6,102787.45,1,0,1,33844.45,0
100078,432,Germany,Male,27,3,86484.03,1,0,0,100123.12,0
100079,323,France,Male,27,5,174666.72,2,0,1,53932.02,1
100080,816,France,Male,47,0,244188.34,4,1,1,130313.62,0
100081,301,France,Male,73,4,22787.85,4,0,1,114115.88,1
100082,552,Germany,Male,67,9,49925.65,4,1,0,26570.45,0
100083,551,Spain,Male,36,8,172974.26,1,1,1,97338.13,0
100084,569,Germany,Male,41,6,50527.91,2,0,1,67805.69,1
100085,414,Germany,Female,67,7,167962.05,4,1,1,11869.09,0
100086,599,France,Female,58,2,164934.06,3,0,1,46608.7,0
100087,600,Germany,Male,61,6,146729.24,4,0,1,161272.57,0
100088,558,Spain,Male,55,2,115083.26,4,0,1,195642.56,0
100089,597,Spain,Female,36,9,119330.51,4,0,1,67467.51,0
100090,818,Spain,Male,43,2,43877.07,2,1,0,17088.65,0
100091,419,Spain,Female,61,6,68718.53,3,0,1,35172.25,1
100092,663,Spain,Female,61,2,212789.16,4,0,0,163984.17,0
100093,843,Spain,Female,41,5,41331.61,4,1,1,62704.08,0
100094,780,Germany,Male,32,7,155938.58,1,0,1,103050.76,0
100095,422,Spain,Female,63,5,59724.38,2,0,0,27319.07,1
100096,791,Germany,Female,62,6,197735.86,2,0,0,155290.79,1
100097,382,Germany,Female,38,8,39189.8,1,0,0,88868.04,1
100098,500,France,Female,48,0,143891.26,3,0,0,97753.15,0
100099,360,Spain,Female,20,1,123320.91,3,0,0,87774.61,1
100100,497,Spain,Male,34,6,189553.28,4,0,1,55741.29,1
100101,443,Spain,Female,35,7,100482.67,4,0,0,182269.32,0
100102,612,Spain,Male,37,4,237867.53,2,1,1,130327.25,0
100103,541,Germany,Female,38,0,98555.4,4,0,0,168679.15,0
100104,666,Germany,Female,30,3,129577.23,1,1,1,89195.92,0
100105,462,Spain,Male,59,10,166403.31,4,0,0,98120.49,0
100106,391,Germany,Male,30,2,226173.14,1,0,0,40096.42,0
100107,675,Germany,Male,64,0,87700.83,1,0,1,127457.65,0
100108,770,France,Female,54,9,87113.84,4,1,1,120667.65,0
100109,764,Germany,Male,32,2,2129.42,3,0,1,115980.34,0
100110,805,Spain,Male,31,5,109162.22,4,1,0,143471.29,0
100111,585,France,Female,62,10,190367.19,1,1,1,28398.33,0
100112,533,France,Male,45,5,66528.63,4,1,0,46640.95,0
100113,322,France,Female,79,7,158390.59,1,0,1,56899.66,1
100114,398,France,Female,58,8,75294.51,1,1,0,16561.87,1
100115,562,Germany,Male,79,0,56718.51,3,0,1,59630.07,0
100116,392,Spain,Male,71,3,85106.92,2,0,1,184498.57,0
100117,575,Spain,Female,57,0,229288.07,1,1,0,166904.49,1
100118,886,Spain,Female,47,6,96589.02,1,1,1,122625.58,0
100119,854,Germany,Male,50,2,217771.49,4,1,1,68006.34,0
100120,609,Germany,Female,18,3,80245.55,4,1,0,49736.53,0
100121,834,Spain,Female,29,8,579.96,4,1,0,182423.76,0
100122,746,France,Female,19,10,30303.04,3,1,0,103668.27,0
100123,372,Spain,Female,41,7,164389.61,3,0,0,37570.43,0
100124,361,France,Male,26,10,120.98,4,0,1,133754.38,0
100125,525,France,Male,28,6,58244.16,2,1,0,132468.94,0
100126,487,Spain,Female,52,7,147635.75,4,0,0,145999.46,1
100127,386,Germany,Female,37,8,83384.18,4,0,0,40334.04,0
100128,812,Germany,Male,23,7,162073.29,1,1,0,165095.97,0
100129,701,Germany,Female,63,9,160344.97,3,0,1,178690.9,0
100130,464,Spain,Male,80,6,100374.3,3,0,1,51770.6,0
100131,734,France,Female,76,8,71218.53,2,1,1,37698.22,0
100132,706,Spain,Male,58,9,170749.79,4,0,0,102581.14,0
100133,539,Germany,Female,22,10,214085.83,3,1,1,131841.64,0
100134,880,France,Female,35,5,221227.28,1,0,1,155067.28,0
100135,873,Germany,Female,41,3,99209.53,4,1,0,157305.81,0
100136,641,Spain,Male,66,2,227947.39,2,0,1,138195.46,0
100137,659,Spain,Female,34,8,89476.36,1,1,0,32102.82,0
100138,482,Germany,Female,37,5,130647.25,3,1,1,32302.72,0
100139,840,Spain,Female,52,0,83158.95,2,0,0,50408.56,0
100140,745,France,Male,36,6,199309.84,3,1,0,170333.39,0
100141,831,Spain,Female,28,6,36203.23,3,1,0,79064.94,1
100142,713,France,Female,56,0,208830.59,4,1,1,176762.99,0
100143,355,Spain,Male,55,6,127235.53,2,1,1,174968.71,0
100144,749,Spain,Male,71,1,222660.83,4,1,0,96773.13,1
100145,543,Spain,Male,24,5,182637.27,1,1,1,178072.03,1
100146,884,France,Male,70,4,205811.51,2,1,1,140873.23,0
100147,517,Spain,Female,65,2,118437.34,2,0,1,153407.5,0
100148,651,Spain,Female,33,2,8860.35,2,0,1,117667.57,0
100149,326,Germany,Female,34,10,109934.52,3,1,1,81760.83,0
100150,610,Spain,Female,31,2,229692.96,2,1,0,106688.71,1
100151,404,Spain,Male,71,6,215988.91,4,0,0,123114.09,0
100152,716,France,Female,63,9,75953.63,1,0,1,124595.11,0
100153,335,France,Male,18,8,7710.82,3,0,1,147605.96,0
100154,457,Germany,Male,68,10,23486.01,1,1,1,115185.11,0
100155,394,Spain,Male,48,5,189649.59,4,1,0,59669.37,0
100156,369,France,Female,19,10,180287.71,4,0,0,102038.06,1
100157,455,Germany,Male,20,9,159297.67,4,0,0,153128.63,1
100158,304,France,Female,44,1,115146.89,1,0,1,154810.25,0
100159,350,France,Female,45,4,78410.49,3,0,0,160786.22,0
100160,351,France,Female,74,0,212120.37,2,1,0,120756.25,1
100161,820,Spain,Male,23,0,142894.31,4,1,1,25255.29,0
100162,718,Germany,Female,49,3,42101.69,4,0,1,155130.51,0
100163,582,Germany,Male,77,7,96099.86,1,1,0,68037.33,1
100164,668,France,Female,65,6,108203.25,2,0,1,142648.61,0
100165,467,Germany,Male,55,8,103025.62,1,0,0,38756.83,1
100166,478,Germany,Male,61,7,59399.5,2,1,0,186907.47,0
100167,675,Spain,Male,19,1,56081.66,1,1,0,10345.78,0
100168,558,Germany,Female,57,3,143233.86,1,0,1,75090.66,0
100169,408,Germany,Female,26,7,138518.29,2,0,0,88301.93,0
100170,440,Spain,Male,34,4,233749.02,1,1,0,97567.34,1
100171,713,France,Male,34,4,187713.93,1,0,1,35655.49,0
100172,317,France,Male,71,10,42392.59,1,0,1,198298.96,0
100173,520,France,Female,47,3,184860.7,1,1,0,18971.48,0
100174,618,Germany,Male,26,8,203085.58,1,1,0,119493.14,0
100175,613,Spain,Male,47,4,229472.36,1,0,1,94026.63,0
100176,307,Germany,Male,76,2,102194.65,4,0,1,102840.42,0
100177,576,Germany,Male,80,3,153836.6,3,0,1,120982.88,0
100178,805,Germany,Female,64,4,146378.29,1,1,0,135172.16,1
100179,753,Spain,Female,43,4,29735.02,4,1,1,103765.78,1
100180,577,Spain,Male,23,5,117208.8,2,0,1,114112.63,0
100181,453,Germany,Male,44,8,58344.84,3,1,1,159561.24,0
100182,326,France,Female,69,7,69669.47,1,0,0,44478.3,1
100183,351,Germany,Male,66,5,211672.18,4,1,1,57843.91,0
100184,652,Germany,Male,61,5,82908.81,1,0,0,196340.63,1
100185,649,Germany,Female,48,1,39408.86,2,0,0,168537.21,1
100186,471,France,Female,42,4,63167.46,2,1,0,12107.1,1
100187,305,Germany,Male,27,8,41638.47,1,0,1,187470.39,1
100188,620,France,Male,18,6,91057.36,2,0,0,22405.21,1
100189,342,Germany,Male,24,7,74557.77,4,1,0,37967.81,0
100190,326,Spain,Female,62,10,150690.42,4,0,0,152115.1,0
100191,884,Germany,Male,41,6,96863.67,4,1,0,49863.87,1
100192,462,Spain,Female,73,1,172897.47,1,1,1,173118.12,0
100193,852,France,Male,67,2,177139.62,2,1,0,120311.99,1
100194,641,France,Male,22,8,81744.75,4,1,0,48674.54,1
100195,552,France,Male,52,3,151144.83,2,1,1,114168.48,0
100196,666,France,Female,56,9,248719.8,3,1,0,81572.27,0
100197,331,Germany,Male,21,10,87727.93,4,0,1,167507.62,0
100198,334,Germany,Female,34,5,20548.92,2,1,1,68962.04,0
100199,677,Spain,Male,49,5,216804.51,1,1,1,69353.79,0
100200,619,France,Male,68,4,70883.61,4,0,1,52737.77,0
100201,307,Spain,Male,51,7,106044.57,2,1,0,55705.57,0
100202,518,France,Female,35,2,233309.14,4,0,0,148001.24,0
100203,663,France,Male,72,0,171991.91,4,0,0,164234.13,0
100204,565,France,Female,50,0,228373.44,4,0,0,83896.71,0
100205,675,Germany,Male,51,1,87856.5,4,1,1,43003.85,0
100206,794,Germany,Female,72,4,241109.55,2,0,1,125870.49,0
100207,796,Germany,Female,49,0,197078.7,2,1,1,118423.84,0
100208,515,Spain,Male,29,7,45216.33,3,0,0,32274.37,0
100209,448,Germany,Female,38,1,177614.32,4,1,1,18476.37,1
100210,412,France,Female,47,8,143277.12,2,0,0,71111.75,0
100211,510,Spain,Female,20,7,227448.96,1,1,1,59041.97,0
100212,743,Germany,Male,75,5,61593.52,2,1,0,77459.64,0
100213,408,France,Male,25,6,64808.64,3,0,0,73288.24,0
100214,562,France,Female,53,0,193997.35,2,0,1,38938.9,1
100215,700,Spain,Female,57,0,115017.08,1,1,0,51257.21,1
100216,710,Germany,Female,77,6,186349.68,2,1,1,35275.3,0
100217,748,Germany,Female,55,4,199057.74,1,0,1,149653.76,0
100218,735,Spain,Female,57,9,46317.73,2,0,0,150919.23,1
100219,661,Germany,Female,18,3,116145.85,1,0,0,168387.24,0
100220,785,France,Female,79,0,2533.41,3,0,1,127021.69,0
100221,452,Spain,Female,68,10,133973.5,1,0,1,74866.2,0
100222,713,France,Male,57,5,163504.48,2,1,1,24119.63,0
100223,366,Spain,Female,29,6,99403.32,4,0,0,192033.91,0
100224,377,France,Female,34,3,66283.26,2,1,1,99732.73,1
100225,315,Spain,Female,65,0,194847.87,3,0,0,182276.32,0
100226,653,Germany,Female,71,4,104480.13,2,0,0,27794.07,1
100227,499,Spain,Male,40,9,93883.7,3,1,0,54231.28,0
100228,408,Spain,Female,74,2,54143.68,2,0,1,19939.08,0
100229,787,France,Female,34,5,152520.95,3,0,0,154154.55,1
100230,668,Germany,Male,21,0,65015.59,1,0,1,88300.13,1
100231,403,Spain,Male,34,1,225240.39,1,0,1,83271.96,0
100232,672,France,Female,77,0,104738.3,4,0,0,99278.97,0
100233,898,Germany,Male,23,6,145468.24,2,0,0,97158.46,0
100234,855,France,Male,72,6,185762.76,3,0,0,181108.03,0
100235,620,France,Male,74,10,129143.64,1,0,1,143163.05,0
100236,723,France,Male,79,6,33437.6,2,0,1,148368.24,0
100237,347,Spain,Male,52,5,13309.94,4,1,0,76461.45,0
100238,473,Spain,Female,75,2,84465.54,3,0,1,157745.46,0
100239,706,Spain,Male,24,8,226912.23,3,0,1,196892.96,0
100240,498,France,Male,70,1,31661.91,4,0,1,113921.13,0
100241,351,France,Male,48,8,135989.14,4,1,1,120031.27,1
100242,474,Germany,Male,40,4,103570.81,4,1,0,37077.9,0
100243,595,Germany,Female,22,9,220062.4,1,0,1,40485.52,1
100244,522,France,Female,46,6,236702.76,3,0,1,18721.39,1
100245,834,Germany,Male,68,2,142797.67,4,0,0,45703.48,0
100246,531,Germany,Male,42,0,144766.91,2,1,1,64910.66,0
100247,325,Germany,Male,74,6,188140.43,3,0,1,71894.48,0
100248,627,Germany,Female,73,1,242689.36,3,0,1,177076.97,0
100249,529,France,Male,73,0,155648.15,1,0,1,110648.04,1
100250,680,Germany,Male,42,3,77221.86,1,0,0,179016.92,0
100251,338,Germany,Male,27,3,241648.94,3,0,1,106810.64,1
100252,589,Germany,Male,59,0,63850.96,2,0,0,14094.48,0
100253,705,Germany,Male,37,1,90630.15,3,0,1,12910.38,1
100254,824,France,Female,35,7,178386.52,1,1,1,120891.24,0
100255,498,Spain,Male,67,4,77962.25,1,0,1,28260.25,0
100256,381,France,Male,69,2,111848.7,3,0,1,70251.16,0
100257,619,Spain,Male,44,2,176725.01,1,1,0,100667.15,0
100258,566,France,Male,65,2,181225.04,1,1,0,70473.51,1
100259,348,France,Male,60,3,56392.79,2,1,0,186969.38,0
100260,574,Germany,Male,37,9,181258.52,1,1,1,74359.77,0
100261,444,Germany,Male,51,9,174183.91,2,1,0,41251.65,0
100262,602,Germany,Male,57,0,77927.55,1,0,1,11905.45,0
100263,369,Spain,Female,68,10,45752.38,3,0,0,21349.56,0
100264,450,France,Male,75,0,176796.97,1,0,1,27939.05,0
100265,667,Spain,Male,69,3,88020.23,4,0,0,180742.83,1
100266,866,Germany,Female,56,0,233625.27,4,1,1,70242.96,0
100267,436,Germany,Male,33,2,20479.96,2,1,1,84528.12,1
100268,808,Germany,Female,27,9,71228.86,2,1,1,107832.29,1
100269,641,Germany,Male,66,0,235526.18,2,0,0,11608.47,0
100270,406,France,Male,48,5,203932.65,3,0,1,65764,0
100271,397,Germany,Female,34,3,42769.01,3,1,1,56726.66,0
100272,580,France,Female,72,3,121342.1,2,0,1,182425.77,0
100273,448,Germany,Male,21,5,227265.81,1,0,0,175123.39,1
100274,418,Germany,Female,56,6,237722.05,2,1,1,171763.2,0
100275,773,Germany,Male,55,9,230795.45,3,0,0,28475.77,0
100276,609,Germany,Female,35,0,117224.96,3,0,1,122078.09,0
100277,461,Spain,Male,32,7,184992.59,3,1,1,64483.14,0
100278,337,France,Female,56,1,105021.8,2,1,0,69732.79,0
100279,663,France,Female,39,2,71372.12,3,1,1,96849.44,1
100280,306,Germany,Female,52,6,138962.67,3,0,0,130636.91,0
100281,895,Spain,Female,30,10,233904.46,4,0,1,136843.95,0
100282,316,Germany,Female,69,10,104296.47,1,0,0,184981.45,1
100283,679,France,Female,34,0,9833.63,2,1,1,116935.09,0
100284,765,France,Male,63,5,178149.18,2,1,0,24182.04,0
100285,711,Germany,Male,58,0,191097.66,4,0,0,35928.36,0
100286,543,France,Male,26,9,138388.86,2,0,0,188373.62,0
100287,726,France,Female,59,1,25922.75,1,0,1,137646.04,1
100288,781,France,Male,73,3,7128.74,2,0,0,108641,1
100289,798,Spain,Female,23,5,67195.06,2,0,0,112142.74,0
100290,652,Germany,Female,58,3,79709.09,4,0,1,105363.51,0
100291,553,France,Male,42,8,51870.72,4,1,0,195289.2,0
100292,562,France,Female,54,2,175359.35,2,0,1,144709.32,0
100293,402,France,Female,66,0,209068.16,2,0,1,40638.91,0
100294,437,France,Female,24,7,186388.96,3,1,0,61633.05,0
100295,706,France,Male,18,10,125162.62,3,0,0,16042.76,0
100296,420,Germany,Male,26,4,11269.45,4,0,0,96274.57,0
100297,528,France,Female,77,0,76853.47,4,1,0,177019.04,0
100298,747,Spain,Male,56,8,177160.69,2,0,1,22650.61,0
100299,553,Spain,Male,52,9,217523.85,3,0,0,74130.63,0
100300,540,France,Female,60,7,225025.38,2,0,1,140476.65,0
100301,806,Spain,Female,39,8,242846.99,4,0,0,117980.58,0
100302,307,Spain,Female,61,5,497.41,1,1,1,125402.29,0
100303,697,Spain,Male,34,2,152746.13,1,0,1,25230.92,0
100304,525,France,Female,61,2,135776.47,2,1,0,96499.92,1
100305,386,France,Female,55,2,122277.77,3,1,0,130309.21,0
100306,742,Germany,Male,68,7,242200.04,3,0,0,185810.22,0
100307,812,Germany,Female,32,3,162710.75,4,0,0,75312.98,0
100308,597,France,Female,36,2,122460.38,2,0,1,140123.12,0
100309,460,Germany,Female,26,2,141361.52,2,0,1,139833.3,0
100310,740,France,Female,64,5,117423.74,4,0,0,169266.09,0
100311,811,Germany,Female,62,2,174344.69,4,1,0,159056.62,0
100312,791,France,Male,69,9,222549.22,4,0,0,57387.64,0
100313,587,Spain,Female,57,8,76978.66,3,0,0,99034.01,0
100314,711,Germany,Female,65,6,105251.05,3,1,1,26598.78,0
100315,772,France,Male,28,5,57518.25,2,0,0,30023.54,0
100316,520,Spain,Female,62,1,245081.52,1,0,0,166133.3,1
100317,765,Germany,Female,33,9,236941.69,1,1,0,115686.93,0
100318,589,Spain,Male,19,10,216534.31,2,0,0,81583.86,0
100319,558,France,Male,69,6,163057.99,4,1,0,12895.88,0
100320,474,Spain,Female,33,10,43328.9,3,1,0,77251.44,0
100321,479,Germany,Male,31,10,86518.5,4,0,1,48519.44,0
100322,718,Spain,Male,62,1,142573,4,0,0,151499.86,0
100323,328,Spain,Female,38,9,5953.59,2,1,0,77413.76,0
100324,378,France,Female,25,0,19982.21,1,0,1,90569.61,0
100325,821,Germany,Male,31,3,216387.35,4,1,1,182057.19,0
100326,775,Germany,Male,68,1,124065.72,4,1,0,180153.74,0
100327,885,Germany,Female,76,3,147963.95,1,0,1,103885.98,1
100328,496,France,Female,79,1,45976.06,4,1,1,71473.99,1
100329,719,Germany,Female,25,9,224980.21,4,0,0,158919.35,0
100330,684,Spain,Male,79,3,120123.79,2,0,1,86110.06,1
100331,648,Germany,Male,65,7,217812.73,3,1,1,66277.89,0
100332,668,Germany,Male,45,9,122757.85,1,1,0,182415.78,0
100333,728,Spain,Female,74,4,105796.98,2,1,0,113975.95,0
100334,512,Spain,Male,51,5,150502.73,3,1,0,111054.59,0
100335,806,France,Female,28,2,95573.01,4,1,1,43259.28,0
100336,414,Germany,Female,71,4,28305.88,2,0,1,101803.22,0
100337,555,France,Female,41,3,15967.47,1,0,0,160485.13,1
100338,562,France,Male,44,3,191274.85,2,1,0,88231.58,0
100339,701,France,Female,47,0,99082.42,2,0,0,162298.68,0
100340,652,Germany,Female,24,2,112941,2,0,0,159351.18,0
100341,577,Germany,Male,79,3,33325.88,1,0,1,66097.34,1
100342,878,France,Female,52,2,102231.97,4,0,1,191061.18,1
100343,391,Spain,Male,65,7,197000.19,1,0,1,77602.82,1
100344,457,Germany,Male,51,6,70235.77,4,1,0,103422.48,0
100345,619,France,Female,46,7,146602.12,4,0,0,49722.55,1
100346,585,Germany,Male,80,1,7588.77,1,0,1,57547.95,0
100347,350,Germany,Female,63,1,246962.33,1,1,1,151604.74,0
100348,646,Spain,Male,18,1,75163.11,4,1,0,152579.18,0
100349,409,Germany,Male,63,9,188573.11,4,0,0,118884.79,0
100350,566,Germany,Female,30,5,179093.47,1,0,1,155388.76,1
100351,414,France,Male,66,2,102472.61,4,1,1,64428.67,0
100352,358,France,Female,46,9,2468.64,3,0,1,17323.38,0
100353,788,Spain,Female,41,10,193696.16,2,0,0,193085.3,0
100354,600,France,Female,57,6,138032.93,3,0,1,137058.47,0
100355,630,Spain,Female,60,4,137447.39,4,1,1,11257.22,1
100356,882,Germany,Male,49,0,147535.51,4,0,0,112664.65,1
100357,845,France,Female,27,8,122741.95,1,1,0,45981.15,0
100358,852,Spain,Female,73,8,108104.56,4,0,1,86462.85,1
100359,335,Spain,Male,70,7,121871.05,2,0,0,29526.28,0
100360,719,France,Male,23,5,145683.47,3,0,0,95570.19,0
100361,522,Germany,Male,73,1,97177.33,1,0,0,105267.6,1
100362,638,France,Male,54,6,167848.46,3,0,1,130262.96,0
100363,814,Spain,Male,54,2,156712.5,2,1,0,195475.77,0
100364,702,Germany,Male,47,4,108884.95,3,1,1,161873.05,0
100365,608,Spain,Female,66,3,91321.17,3,0,1,15326.53,0
100366,374,Spain,Male,72,2,20988.3,4,0,1,105151.39,0
100367,609,Germany,Male,45,4,5957.97,2,0,0,58488.97,0
100368,833,Spain,Male,59,8,13959.61,4,0,0,81382.85,1
100369,300,France,Male,59,5,26659.16,4,0,0,161092.78,1
100370,517,Germany,Male,69,4,215239.93,1,1,1,199699.33,1
100371,446,France,Female,29,1,156603.16,3,0,0,79736.28,0
100372,395,France,Male,32,2,50849.05,1,1,1,23298.68,0
100373,319,France,Male,74,8,193825.89,3,0,0,166359.55,0
100374,671,Germany,Male,43,8,76135.85,3,0,0,69331.06,0
100375,354,Spain,Male,26,4,236374.7,1,1,1,50454.52,0
100376,786,Germany,Female,59,8,182026.28,2,1,0,110263.15,0
100377,639,France,Male,23,8,112768.41,1,1,1,165968.21,0
100378,640,France,Female,29,0,221962.52,3,1,1,40715.64,0
100379,716,France,Male,33,0,165647.77,1,0,1,166292.39,0
100380,592,Germany,Male,30,7,148579.98,1,0,0,170300.4,0
100381,639,France,Male,53,7,150702.31,2,0,0,96956.36,1
100382,645,Germany,Male,75,5,172906.55,4,1,0,77970.19,0
100383,792,Spain,Male,41,4,120066.56,1,0,1,85645.75,0
100384,812,Germany,Female,22,5,151439.5,3,0,1,15367.27,0
100385,755,France,Male,63,7,144915.89,1,0,0,134673.24,1
100386,525,Spain,Female,79,10,66423.96,1,0,0,178826.16,1
100387,699,Spain,Female,54,1,149656.09,3,0,1,115684.3,0
100388,329,Spain,Male,69,3,61888.01,3,1,0,167882.02,0
100389,696,Germany,Male,43,5,225023.24,1,0,0,161521.37,1
100390,503,Spain,Male,79,0,133320.84,1,1,1,121565.85,0
100391,394,Germany,Male,23,8,114933.53,3,0,1,89974.93,1
100392,459,France,Female,23,2,14165.42,1,1,0,33585.57,0
100393,647,Germany,Female,36,10,155519.91,2,0,0,19943.93,0
100394,665,France,Female,53,10,242197.72,4,0,1,88348.27,0
100395,389,France,Female,56,1,123865.03,1,1,0,54361.05,1
100396,457,France,Female,51,2,143019.4,3,0,0,102939.81,0
100397,525,Germany,Female,33,4,95914.4,2,1,0,165775.58,0
100398,836,Germany,Female,50,9,74050.56,1,1,0,67706.45,0
100399,717,Germany,Female,75,0,180317.81,2,1,0,99519.33,0
100400,632,Germany,Female,78,3,9119.06,4,1,0,155525.92,1
100401,513,France,Female,39,10,123279.51,3,0,0,137298.27,0
100402,856,France,Male,55,9,88026.07,1,1,1,68628.9,0
100403,447,Spain,Male,33,8,105844.1,4,0,0,169915.39,0
100404,499,Germany,Male,47,0,232180.9,2,0,0,63876.43,1
100405,522,Spain,Female,63,6,118065.62,2,0,1,22074.5,0
100406,567,Germany,Female,37,9,88228.81,2,0,0,18408.24,0
100407,753,Germany,Male,71,6,121751.64,4,0,0,141346.33,0
100408,811,Spain,Female,68,8,189085.64,3,1,1,118394.36,0
100409,363,France,Female,76,10,52703.91,4,1,1,29409.72,1
100410,452,France,Male,35,5,220921.28,4,0,0,88994.96,0
100411,514,Germany,Female,22,3,27293.13,1,1,1,168894.22,0
100412,839,France,Female,75,1,194800.56,1,1,1,41406.55,0
100413,506,France,Male,28,1,117111.87,3,0,0,178494.65,0
100414,635,France,Male,41,5,220323.11,3,1,0,194913.69,0
100415,417,France,Female,72,1,75195.79,1,1,1,144858.78,0
